资产总计 存货 股票价格 营业收入 总负债 营业税金及附加 盈余公积金 应付利息 流动资产 负债总计 利润总额 总股本 净利润 财务费用 无形资产 总资产 股东权益 资本公积 固定资产 销售费用 应收账款 杜邦分析 流动负债 未分配利润 递延所得税资产 实收资本（或股本） 评估分数 评估类别
893577979.86 123515166.63 10.8551035 250377670.3 368812907.68 2343934.84 9850639.95 655120.8 503039303.24 368812907.68 27478490.15 21876.0 20253334.83 7351071.27 22008360.9 893577979.86 524765072.18 189344427.91 260525712.43 14010000.0 89652995.38 5.07 246426993.24 104249018.18 7331654.85 218760000.0 10.48 健康
652245474.25 129100288.71 10.8551035 115555450.57 353354624.54 1529920.36 9850639.95 319058.48 293574663.08 353354624.54 12086381.94 21876.0 9415095.01 3641806.6 22325534.43 652245474.25 298890849.71 31916582.62 244248717.91 7160000.0 72449017.16 3.26 230985411.64 93254677.04 7428176.99 164070000.0 6.31 可疑
1749227909.15 262375422.1 5.97 542260038.73 435775881.71 4563519.38 71333554.81 383401.46 963060806.77 435775881.71 19217058.36 46762.55 15888115.75 5122184.34 40562697.33 1749227909.15 1313452027.44 272199589.3 536833469.79 26550000.0 210801226.15 0.84 368530357.3 409244524.88 14910707.75 467625470.0 31.27 健康
1760712304.18 245523726.46 10.8551035 264738731.61 455037254.43 2205586.55 71333554.81 392843.21 953016220.28 455037254.43 9781632.33 46762.55 8111138.05 3709947.63 40847015.87 1760712304.18 1305675049.75 272199589.3 562215978.34 12520000.0 247113468.02 0.45 387527728.63 404443954.68 16004454.48 467625470.0 8.07 可疑
1777385356.41 254666394.06 10.8551035 1028390122.63 479821444.72 11876891.73 71333554.81 400459.57 965370392.54 479821444.72 44766203.69 46762.55 41729444.79 12938426.39 41131334.41 1777385356.41 1297563911.69 272199589.3 568087816.31 53160000.0 193677283.08 2.55 412287543.92 398980150.41 16548785.73 467625470.0 10.78 健康
1747512198.69 236880851.67 10.8551035 719992667.33 460556156.89 9108262.24 70575630.53 340734.23 915609555.55 460556156.89 35676219.32 46762.55 31215980.11 9634978.16 44944633.24 1747512198.69 1286956041.8 272105184.09 590574090.55 37810000.0 221326989.82 2.01 394440573.99 393250612.57 14118826.5 467625470.0 10.1 健康
1738895279.09 239725687.94 10.8551035 467590381.32 456584018.3 6505927.19 70575630.53 789766.28 955584726.26 456584018.3 29484161.26 46762.55 26571199.1 6237792.03 45275160.57 1738895279.09 1282311260.79 272105184.09 608984424.35 25480000.0 242293720.01 1.82 390944060.4 390963020.27 13581343.93 467625470.0 7.89 可疑
1709851416.75 243566759.1 10.8551035 219073616.93 423241371.68 2528284.34 70575630.53 734942.51 912624820.83 423241371.68 22449806.45 46762.55 20829067.78 2902286.58 41970064.12 1709851416.75 1286610045.07 272126176.71 591930859.25 13970000.0 226081695.13 1.44 356148635.83 395687214.34 15075210.41 467625470.0 9.72 可疑
6242990249.9 586258609.03 2.95 1451933983.21 3106031723.7 9946122.91 96090635.83 2020479.2 3150779962.35 3106031723.7 -41616176.89 125656.44 -42285680.95 33166638.0 201756174.6 6242990249.9 3136958526.2 1051456573.53 1526188097.17 54900000.0 851820080.46 -1.41 2767577084.0 381454658.64 49175329.48 1256498403.0 0.89 危险
6680285389.34 559564313.9 10.8551035 653286362.69 3396169682.88 4234059.92 96090635.83 2668954.88 3609425709.21 3396169682.88 6826472.47 125656.44 3632975.89 14180631.19 202994605.59 6680285389.34 3284115706.46 1147517873.11 1505643295.07 23350000.0 814492994.45 0.12 2967029522.48 424192463.09 45137972.35 1256564426.0 2.62 危险
6441380087.56 515098850.28 10.8551035 3046175236.9 3342282499.78 19617277.15 96090635.83 2463350.18 3456383509.99 3342282499.78 94709911.37 125656.44 74794307.32 54943118.86 203769500.48 6441380087.56 3099097587.78 1048250285.73 1562368084.4 113999999.99999999 736349819.85 2.02 2916894012.28 420831582.47 43906837.01 1256564426.0 5.05 可疑
6291189570.43 452365089.08 10.8551035 2164558277.07 3172193728.47 8364354.12 94782207.41 2023136.74 3392453378.65 3172193728.47 126635241.19 125677.44 112099903.46 39796682.55 205091297.41 6291189570.43 3118995841.96 1049013785.45 1319834294.55 82560000.0 709781407.08 3.56 2682306358.46 465645682.75 56926978.97 1256564426.0 6.26 可疑
5886982519.04 375501552.37 10.8551035 1364950123.63 2846729181.62 5160427.29 94782207.41 1383383.66 3111886614.62 2846729181.62 94761628.31 125677.44 83292849.02 26643289.29 155418427.96 5886982519.04 3040253337.42 1046547539.82 1113016392.92 53580000.0 721865556.9 2.68 2562438465.49 441077145.84 67424440.7 1256564426.0 5.79 可疑
4620587096.66 354867929.79 10.8551035 648365748.36 1728946152.52 3044769.88 94782207.41 3862671.96 2819844674.9 1728946152.52 39423520.79 125677.44 33483492.11 11777927.61 136095250.22 4620587096.66 2891640944.14 1046045157.1 1075912696.81 26300000.0 724055190.97 1.18 1442122023.41 459289136.08 35946780.28 1256774426.0 6.1 可疑
17485565133.3 3421144669.9 3.33 9271509569.67 12325496487.36 65046860.7 391029420.33 7063981.64 14449123082.03 12325496487.36 63159513.01 104459.79 53008564.72 -13460027.93 777802216.45 17485565133.3 5160068645.94 2684388223.63 1490510897.78 1190000000.0 2070276216.71 1.0 11868338601.31 925903130.8 100035028.65 1044597881.0 2.91 危险
16634614645.28 3239419265.37 10.8551035 4245506565.6 11428793608.98 25629526.25 391029420.33 4253236.16 13738667231.37 11428793608.98 67809966.61 104459.79 55160454.9 -1695567.0 763463364.1 16634614645.28 5205821036.3 2684806344.07 1502233614.46 659000000.0 2211132211.96 1.11 10728763138.41 994156624.61 86633904.6 1044597881.0 2.94 危险
15961511966.81 2918100650.27 10.8551035 16797436757.36 10804335385.7 149482479.91 391029420.33 6441508.68 13187444475.64 10804335385.7 56614906.24 104459.79 36094532.71 -33648833.18 772853622.41 15961511966.81 5157176581.11 2684806344.07 1439427226.5 2430000000.0 1780416509.02 0.64 10098462442.64 937894771.93 90689083.63 1044597881.0 2.98 危险
16383030571.27 2300644579.42 10.8551035 13179138533.81 11136120471.3 114606735.55 391029420.33 2820852.12 13975801708.69 11136120471.3 152196816.82 104459.79 127840759.62 -39804446.21 589379958.51 16383030571.27 5246910099.97 2685317635.93 1261944649.05 1770000000.0 1571813566.63 2.34 10407312243.69 1025643826.09 85520834.5 1044597881.0 4.98 危险
16689509751.32 2582538614.47 10.8551035 8517794193.1 11471377612.2 65836020.31 391029420.33 708602.61 14347005370.12 11471377612.2 107534259.25 104459.79 98094701.39 -33454482.67 605320595.9 16689509751.32 5218132139.12 2685313862.77 1214541611.12 1140000000.0 2048332541.11 1.79 10735857987.23 997496549.9 87505957.53 1044597881.0 0.78 危险
14635416631.04 2580866215.12 10.8551035 3666603957.5 9407536571.19 28783478.79 391029420.33 249686.32 12374850033.57 9407536571.19 72671910.49 104459.79 62314771.56 -17885269.18 602076289.14 14635416631.04 5227880059.85 2687961060.65 1179381188.63 541000000.0 1366799283.25 1.2 8915520743.06 1029401100.54 83517585.82 1044597881.0 3.4 危险
5238861184.94 718166451.66 5.87 2064779289.99 948558444.62 21962518.24 772953002.36 24201854.0 3112767596.15 948558444.62 279218831.19 139934.62 232174685.49 -13085476.61 153387711.51 5238861184.94 4290302740.32 158608173.07 511806666.21 104000000.0 994690386.07 5.32 867312582.49 1542346538.43 34933025.45 1399346154.0 17.89 健康
5832891424.79 588148362.16 10.8551035 1123376512.26 943290765.92 14410687.99 772953002.36 24201854.0 3335012506.24 943290765.92 119689903.22 127213.29 99152995.31 5223638.39 154365815.93 5832891424.79 4889600658.87 285821459.07 481932461.91 55410000.0 959570744.31 2.0 806632054.37 1828153509.17 35850835.8 1272132868.0 14.63 健康
5675811824.29 746466889.87 10.8551035 3800188261.54 876176704.5 38737499.83 772953002.36 24201854.0 3214111806.72 876176704.5 872802871.49 127213.29 745820319.26 10972282.52 155544720.36 5675811824.29 4799635119.79 285821459.07 483520866.64 214000000.0 756291432.56 15.14 737858123.05 1731600796.18 37675828.79 1272132868.0 32.19 健康
5863350363.96 696098069.44 10.8551035 2950253633.82 922633299.59 30774732.41 733924951.81 24201854.0 3326703314.56 922633299.59 797243162.69 127213.29 682748732.6 -6116872.7 157093681.84 5863350363.96 4940717064.37 285821459.07 467695253.63 149000000.0 835008250.2 13.42 748157569.57 1708851147.74 34747640.13 1272132868.0 21.07 健康
5773132610.86 733151791.0 10.8551035 2023925582.84 1047043324.48 20386602.33 733924951.81 24201854.0 2970240488.91 1047043324.48 274482477.59 127213.29 231884976.24 -7115907.36 158172586.28 5773132610.86 4726089286.38 285821459.07 436897311.33 81650000.0 862433866.95 4.99 830995142.41 1258814782.0 40730492.66 1272132868.0 17.84 健康
6239727776.53 676437700.82 10.8551035 1093649938.81 1033828059.74 9755058.67 733924951.81 24201854.0 3421228806.7 1033828059.74 145070738.45 127213.29 121805398.21 -5743864.2 159251490.7 6239727776.53 5205899716.79 285821459.07 446158295.04 38400000.0 811126367.75 2.36 807930385.83 1684490500.94 41535629.42 1272132868.0 16.16 健康
6320060227.58 674026722.7 6.24 3056008895.34 1560575566.09 18206120.38 378561692.18 24201854.0 3722784655.31 1560575566.09 378338566.1 164360.0 322115777.88 -16962479.3 289366644.34 6320060227.58 4759484661.49 362247407.6 2077022643.73 106000000.0 1071924849.18 6.88 1390595697.81 2367407205.31 8917535.23 1643600000.0 15.55 健康
6501834840.87 721016606.64 10.8551035 1398303234.3 1812959074.94 11664207.65 378561692.18 24201854.0 3900078418.83 1812959074.94 123355914.89 164360.0 104405287.99 2220561.52 292014441.3 6501834840.87 4688875765.93 345342407.6 2100287682.86 52990000.0 1056892141.88 2.27 1638263805.56 2314296661.35 8454812.2 1643600000.0 9.71 可疑
6548845257.46 733935938.85 10.8551035 6010098429.44 1981979200.03 36213275.7 378561692.18 24201854.0 3944220069.21 1981979200.03 658021935.63 164360.0 577864297.14 11813536.39 294662229.59 6548845257.46 4566866057.43 328437407.6 2161361655.85 179000000.0 999644257.5 13.59 1828454063.03 2209739156.05 8454812.2 1643600000.0 16.79 健康
6023318781.66 637917876.38 10.8551035 4356713340.82 1651326019.97 23392219.66 320771176.29 24201854.0 3501850471.79 1651326019.97 469623452.99 164360.0 401439175.48 -9064889.66 297310000.5 6023318781.66 4371992761.69 311532407.6 1954513892.98 134000000.00000001 932768946.42 9.65 1502880206.97 2091145036.61 7892260.07 1643600000.0 18.48 健康
5469628825.14 532587738.87 10.8551035 2738442269.17 1294005551.97 15914913.13 320771176.29 24201854.0 3035858156.64 1294005551.97 258533733.17 164360.0 221607976.06 -14290422.94 298969050.74 5469628825.14 4175623273.17 294627407.6 1760500243.58 85350000.0 766525161.5 5.44 1173710290.49 1911271827.76 6735993.69 1643600000.0 14.78 健康
5329289716.98 436285451.8 10.8551035 1232411602.61 1278789556.57 8637198.84 320771176.29 24201854.0 2969571215.94 1278789556.57 73707296.65 164360.0 62274748.55 -3442404.76 301611878.05 5329289716.98 4050500160.41 1099522407.6 1727420670.06 41400000.0 728785710.43 1.56 1157731478.94 1801115250.41 5593222.86 821800000.0 10.03 健康
12825088769.93 3282939468.46 12.13 4129964481.7 6559911994.11 116028290.99 103655026.39 51457358.59 7656365884.65 6559911994.11 271827249.39 87750.53 269991414.42 49173831.86 281608633.68 12825088769.93 6265176775.82 3920789036.85 2186019719.7 176000000.0 2617800616.1 4.86 4950767829.64 1307729678.02 30422518.92 874894167.0 8.51 可疑
12312732882.22 3199205476.29 10.8551035 1886088414.05 6009327608.99 52367932.23 103655026.39 37887153.87 7790733999.46 6009327608.99 132705433.61 87610.34 132705433.61 38722533.61 282808392.39 12312732882.22 6303405273.23 3920789036.85 2162134794.79 71070000.0 2300949690.08 2.2 3489954053.14 1316536479.18 30422518.92 874894167.0 2.44 危险
10894485732.36 2738354917.52 10.8551035 8636812561.29 4729641583.77 261961099.91 103655026.39 22135729.0 6682083368.59 4729641583.77 417653505.37 0.0 418545234.27 119674586.69 282783102.07 10894485732.36 6164844148.59 3914025997.49 2175587546.2 426999999.99999994 2018141412.97 6.38 3459607638.2 1181577976.51 30422518.92 874168519.0 11.96 健康
10640567579.19 2604319963.71 10.8551035 6353609806.58 4503115731.36 188926224.74 103655026.39 10511923.17 6982042859.31 4503115731.36 429551775.32 0.0 415803471.29 80447648.98 233296677.57 10640567579.19 6137451847.83 3891108848.74 1692500532.11 271000000.0 2485511550.62 6.11 3261204898.03 1167214968.34 28529135.87 871554329.0 11.84 健康
9346025006.2 2260307126.21 10.8551035 3719241271.8 2924961123.42 114003464.49 103655026.39 4286636.22 5832437785.44 2924961123.42 240971772.17 0.0 229970229.33 43434987.08 223762640.29 9346025006.2 6421063882.78 4047090744.4 1663143157.42 144000000.0 2087944066.22 2.62 2362658123.42 956631600.11 27177851.2 786669250.0 9.41 可疑
9231572922.81 2094725060.44 10.8551035 1878569360.35 2756566988.24 58258911.33 103655026.39 15502248.8 5953216725.21 2756566988.24 124329778.4 0.0 125636885.96 22030404.62 219835598.15 9231572922.81 6475005934.57 4047090744.4 1643237887.1 78690000.0 2258871901.94 1.11 2171708488.24 1023994688.48 33990848.82 786669250.0 8.22 可疑
905603378.45 107300068.8 19.54 267413529.17 283141455.42 1766567.26 19340180.98 444011.67 446842844.63 283141455.42 24150335.48 7800.0 20229142.06 1937734.59 55184223.17 905603378.45 622461923.03 372672007.18 172923883.44 23110000.0 173602719.95 3.1 192911971.42 139341094.37 5587329.18 78000000.0 -16.72 危险
852022272.57 103427404.15 10.8551035 127638623.08 228183293.47 693623.38 19340180.98 310233.01 428704935.97 228183293.47 7629281.78 6000.0 6130628.31 3299926.54 55636151.23 852022272.57 623838979.1 390672007.18 154992987.54 10010000.0 171669962.61 0.92 176984893.47 141393696.95 5134186.97 60000000.0 8.14 可疑
823753102.75 83972010.1 10.8551035 455077278.45 206046222.05 2732164.35 19340180.98 207195.97 418208966.72 206046222.05 36131209.29 6000.0 30628557.62 4815529.37 55767563.54 823753102.75 617706880.7 390672007.18 155587019.3 39420000.0 155570795.23 5.43 154847822.05 135801222.0 4948015.95 60000000.0 14.2 健康
681620531.94 78567500.33 10.8551035 320497165.82 90037571.52 1768995.41 15640722.45 125250.75 387471518.86 90037571.52 20303520.72 6000.0 16071263.63 3196297.2 51884493.6 681620531.94 591582960.42 390672007.18 138660104.4 28590000.0 144307095.42 2.97 90037571.52 125196110.13 1062810.92 60000000.0 16.09 健康
629354983.71 79579185.83 10.8551035 200229336.09 45436088.23 1207955.11 15640722.45 108894.78 382064063.82 45436088.23 11277158.56 6000.0 8407167.76 1942626.75 51900069.27 629354983.71 583918895.48 390672007.18 105658329.46 18810000.0 132433349.11 1.63 45379838.23 117532014.26 967503.42 60000000.0 27.87 健康
672643574.61 74416098.92 10.8551035 91385933.87 76628278.04 582773.92 15640722.45 212381.3 504378570.12 76628278.04 5940141.52 6000.0 4300178.37 902250.71 17526893.78 672643574.61 596015296.57 390672007.18 106136908.63 8310000.0 128795500.68 1.18 76628278.04 129625024.87 947024.76 60000000.0 19.16 健康
4591396056.89 1527662060.18 3.12 3954703663.19 2160945128.81 30847490.52 371807964.38 24201854.0 2552634104.95 2160945128.81 44013902.88 140986.93 43989180.8 38751716.6 860339361.87 4591396056.89 2430450928.08 1315773748.2 906342129.23 16280000.0 91195705.68 1.83 2066014698.69 -667000063.5 70448670.0 1409869279.0 4.89 危险
4465857407.15 1646196380.68 10.8551035 1946292560.32 2045595960.01 16235166.31 371807964.38 24201854.0 2424094889.17 2045595960.01 33824421.94 140986.93 33799699.86 17609649.71 866066810.23 4465857407.15 2420261447.14 1315773748.2 918955501.8 7550000.0 157285631.15 1.41 1948084875.49 -677189544.44 70448670.0 1409869279.0 4.06 危险
4170896523.52 1442701463.28 10.8551035 6699527470.8 1784434776.24 64671920.31 371807964.38 1841818.78 2265590810.6 1784434776.24 226893497.71 140986.93 226893374.75 46382531.91 802207020.95 4170896523.52 2386461747.28 1315773748.2 830767697.05 37380000.0 55904138.52 9.98 1478395897.76 -710989244.3 70448670.0 1409869279.0 15.1 健康
4201943855.33 1458840870.76 10.8551035 4796542490.55 1937004415.79 45731998.94 371807964.38 24201854.0 2335812088.27 1937004415.79 123523365.24 140986.93 123523365.24 39829800.47 807629585.42 4201943855.33 2264939439.54 1315773748.2 790309153.05 28170000.0 88223943.29 5.56 1627532661.5 -814359597.08 70448670.0 1409869279.0 9.56 可疑
3846531314.91 1376982448.18 10.8551035 3134253056.74 1624483715.57 24787909.18 371807964.38 24201854.0 2011741952.61 1624483715.57 80631525.04 140986.93 80631525.04 27160515.7 812838076.16 3846531314.91 2222047599.34 1315773748.2 793084761.46 20570000.0 160985482.22 3.67 1313774709.14 -857251437.28 70448670.0 1409869279.0 7.47 可疑
4230559180.95 1563500326.48 10.8551035 1696100803.32 2051142825.61 13944312.49 371807964.38 24201854.0 2392929534.13 2051142825.61 38000281.04 140986.93 38000281.04 13812252.77 818046566.9 4230559180.95 2179416355.34 1315773748.2 799223991.52 11980000.0 164360611.07 1.74 1740346211.64 -899882681.28 70448670.0 1409869279.0 4.41 危险
20227963065.3 1965188814.01 5.78 16622131887.73 10924846104.93 25559966.3 339010742.7 1748639.17 17087010749.71 10924846104.93 1066943615.89 157077.4 799551946.4 -3954231.05 162201501.04 20227963065.3 9303116960.37 3255563907.67 1717804590.57 692000000.0 5857460182.87 5.91 10753945777.09 2054303843.97 172229071.37 1570774045.0 10.65 健康
18673862715.19 2010407233.35 10.8551035 7583054235.57 9276010817.3 10387097.93 339010742.7 1738704.72 15542647962.05 9276010817.3 632641849.36 157558.47 456888467.29 81418020.31 188853642.73 18673862715.19 9397851897.89 3255583467.76 1708015960.01 333000000.0 3705531076.09 3.16 9109673985.22 2129192628.78 149333881.4 1576187169.0 7.35 可疑
18769438100.59 1634396286.47 10.8551035 34489392397.4 9732809496.67 53713122.65 339010742.7 1476018.48 15596401997.54 9732809496.67 1486898887.0 157453.79 1140128597.7 138606727.56 190378990.57 18769438100.59 9036628603.92 3245988026.73 1688387339.52 1639999999.9999998 4431239142.82 11.88 9569260072.29 1935125776.05 161398462.33 1574434074.0 18.35 健康
18571286329.32 1641830636.52 10.8551035 25614897863.16 9771391686.21 34425225.07 310984806.37 455230.31 15452378250.57 9771391686.21 1128754116.12 157452.29 870868756.12 125731971.22 188555218.11 18571286329.32 8799894643.11 3219289118.05 1400841656.47 1140000000.0 4979182148.5 9.35 9601512835.2 1786665003.21 181225257.97 1573462479.0 14.88 健康
17421138656.22 1778633825.61 10.8551035 16159921500.01 8972497167.47 20888640.09 310984806.37 1255950.14 14319039438.69 8972497167.47 730930415.15 157452.29 567170062.26 69630785.38 188779028.7 17421138656.22 8448641488.75 3150825814.2 1393133163.7 705000000.0 4791887919.0 6.02 8801233389.41 1557672008.58 172962913.49 1570747254.0 10.81 健康
17405943716.44 1777771564.56 10.8551035 7170508662.8 9063770935.51 8147884.25 310984806.37 1135126.65 14362554368.49 9063770935.51 289661747.06 157452.29 212679735.48 4966948.42 194665312.42 17405943716.44 8342172780.93 3481788136.83 1371658162.96 364000000.0 3766955860.52 3.26 8891851574.87 1584458078.29 139548563.56 1208267119.0 6.85 可疑
2469022062.76 295602985.25 12.09 763885353.59 617014989.37 12114669.39 158414490.88 4833.33 1509451863.59 617014989.37 171471380.09 35096.8 149318066.38 -2205471.56 138014834.12 2469022062.76 1852007073.39 505953044.44 602299340.59 81730000.0 425447169.58 7.78 600092546.86 917667805.07 16330048.34 361958033.0 16.21 健康
2387508318.25 282079475.07 10.8551035 308213273.35 460113831.87 5517694.86 158414490.88 32773.97 1461459857.08 460113831.87 60600653.63 35096.8 53212359.26 2897847.99 139063519.39 2387508318.25 1927394486.38 420965848.05 618675806.81 36940000.0 373693002.99 2.8 442379514.36 997046114.45 15953943.27 350968033.0 13.46 健康
2439903088.49 208088033.42 10.8551035 1595779826.14 565720961.37 29129221.19 158414490.88 53166.67 1533484674.28 565720961.37 245871461.4 35096.8 213751286.0 5110740.57 140113120.96 2439903088.49 1874182127.12 420965848.05 632047065.14 192000000.0 394311883.88 12.02 547753768.86 943833755.19 16224571.56 350968033.0 22.01 健康
2292467662.84 184299731.45 10.8551035 1109488495.22 492899566.44 21275526.47 139774930.25 66458.33 1246122997.3 492899566.44 161054063.81 35096.8 139137255.28 3334289.06 141456936.01 2292467662.84 1799568096.4 420965848.05 640702118.28 134000000.00000001 415545245.18 7.98 473771342.44 887859285.1 14407278.36 350968033.0 18.64 健康
2183593149.77 214828148.66 10.8551035 657606649.71 460495129.6 13155684.44 139774930.25 66458.33 1288094316.32 460495129.6 70639450.23 35096.8 62667179.05 2515792.18 142508683.01 2183593149.77 1723098020.17 420965848.05 650560747.06 92160000.0 405442165.99 3.66 440766905.6 811389208.87 14407271.77 350968033.0 13.64 健康
2158328947.27 225026799.74 10.8551035 267448227.64 457482611.62 5859841.89 139774930.25 79750.0 1242630119.72 457482611.62 19110293.26 35096.8 17017625.63 1060688.91 143561935.62 2158328947.27 1700846335.65 537955192.05 665058199.75 43480000.0 380328457.08 1.01 443119387.62 789137524.35 13589333.3 233978689.0 10.28 健康
7720312805.7 1022270302.41 11.49 1695671098.82 4350547379.67 19603461.61 125001625.81 4842767.35 3655531172.88 4350547379.67 196873122.89 64643.04 172841994.35 52873098.25 287744801.8 7720312805.7 3369765426.03 1539303896.47 1630950973.47 70980000.0 956658336.03 4.57 3390435927.94 788610389.64 27045031.32 646430387.0 7.66 可疑
7344481608.03 1008568431.07 10.8551035 852861547.8 4031585222.66 10687390.21 125001625.81 5041077.95 3572526997.65 4031585222.66 117386550.11 64643.04 101043080.73 30524345.98 219533762.75 7344481608.03 3312896385.37 1526336521.9 1630570402.94 33120000.0 988325330.82 2.66 3200134759.45 863150423.82 30609223.28 646430387.0 5.17 可疑
7036044048.61 929965736.58 10.8551035 3735845526.36 3837737368.77 24803016.48 125001625.81 3516339.68 3445317728.57 3837737368.77 352029806.12 64643.04 300895527.33 72129655.82 219043889.26 7036044048.61 3198306679.84 1513369147.33 1674095239.7 129000000.0 1048448014.67 9.56 2848021706.8 787067481.33 28528247.58 646430387.0 13.61 健康
6633804001.26 990206853.31 10.8551035 2480286463.43 3546973219.47 18291379.36 100579212.84 2597098.67 3386439111.31 3546973219.47 278777366.42 62810.54 230541647.42 48971312.09 152409587.95 6633804001.26 3086830781.79 1282090900.45 1637696755.47 90650000.0 521877633.95 7.79 2247256522.71 760926503.94 18910215.84 627700387.0 11.69 健康
6198263259.45 771735551.23 10.8551035 1530635616.73 3181140413.8 13231493.26 100579212.84 1671288.22 3079447243.89 3181140413.8 194713556.8 62770.04 162403785.39 28525853.95 143933003.79 6198263259.45 3017122845.65 1280210403.59 1566029265.13 58770000.0 501816848.54 5.65 1896927967.88 704238656.19 21424618.12 627700387.0 9.59 可疑
5634030799.09 628810973.11 10.8551035 673410595.54 2683581272.29 6469317.86 100579212.84 146999.99 2927790784.06 2683581272.29 86185826.83 62810.54 72568853.48 12054644.73 131781893.47 5634030799.09 2950449526.8 1280211223.1 1450444244.8 26050000.0 592385658.78 2.61 1365428338.12 717622547.45 24707069.92 628105387.0 7.19 可疑
8055756418.11 575613529.7 4.06 1310193744.4 5012621037.29 9855232.19 126016272.1 15509381.16 3660122276.77 5012621037.29 99340002.89 126231.91 91049241.51 73169850.3 275983062.11 8055756418.11 3043135380.82 210610223.61 2320202476.96 118000000.0 1336376587.64 3.46 4325161011.77 1239580592.28 37286145.06 1262319062.0 4.58 危险
6632114110.28 475180832.54 10.8551035 563403631.85 3819247316.82 4715118.54 126016272.1 34523154.46 2353144740.45 3819247316.82 28935320.66 126231.91 27377088.57 37544692.77 201027717.01 6632114110.28 2812866793.46 218488604.27 1497693412.74 50980000.0 944230149.31 1.06 2681730325.47 1197410359.04 32298440.81 1262319062.0 3.01 危险
6230261912.41 434516757.58 10.8551035 2579676465.95 3444424370.02 24446679.71 126016272.1 24342427.67 2017536955.28 3444424370.02 180375192.45 126231.91 167180997.36 127195540.82 172561885.51 6230261912.41 2785837542.39 218488604.27 1508520324.74 224000000.00000003 892536133.89 6.26 2321336426.49 1168240607.82 32072828.02 1262319062.0 8.38 可疑
6278422454.12 432901450.76 10.8551035 1757947716.41 3498926088.31 14952555.73 102168377.97 12815257.31 2142217925.55 3498926088.31 118201654.11 62622.95 108017302.99 94752324.69 156401532.7 6278422454.12 2779496365.81 191439616.96 1506847178.94 157000000.0 871853958.05 4.06 1788426831.42 1132919187.83 24249098.48 1262319062.0 7.55 可疑
6000778959.69 405617971.34 10.8551035 1086975326.12 3276706231.9 9105947.02 102168377.97 20038490.14 1923113839.28 3276706231.9 58285862.82 126231.91 52716222.5 59880840.7 161186918.9 6000778959.69 2724072727.79 191439616.96 874795619.01 102000000.0 794106465.84 2.06 1557530205.6 1078631395.61 22838501.04 1262319062.0 5.48 可疑
5827513421.39 392970924.95 10.8551035 480450801.88 3166654575.85 3620926.7 102168377.97 33355037.22 2015126301.89 3166654575.85 16198477.65 62622.95 13643442.85 26843740.93 164876404.61 5827513421.39 2660858845.54 793314947.96 863304953.42 45520000.0 737178537.3 0.52 1489889847.37 1056542590.95 21573382.9 626229531.0 3.71 危险
99875860331.0 18920610993.0 14.07 104505429936.0 48821307567.0 479642422.0 14714724029.0 24201854.0 67299808779.0 48821307567.0 1685807845.0 346272.94 1253722403.0 442500482.0 2441740777.0 99875860331.0 51054552764.0 11689638665.0 17950542039.0 327000000.0 1008029440.0 2.63 43930085595.0 18234316604.0 708874017.0 3462729405.0 8.1 可疑
94146522245.0 18822028066.0 10.8551035 50611607557.0 43349266660.0 181233375.0 14714724029.0 213102588.0 60522688937.0 43349266660.0 974184108.0 346272.94 823778677.0 92698575.0 2385849597.0 94146522245.0 50797255585.0 11689638665.0 18886428600.0 123000000.0 11938164377.0 1.62 39601766949.0 18124888444.0 661445605.0 3462729405.0 6.25 可疑
97468655222.0 19997186975.0 10.8551035 205046854771.0 47485425359.0 812974026.0 14714724029.0 165774548.0 65741984088.0 47485425359.0 2857272981.0 346272.94 1711730929.0 461339624.0 2416383779.0 97468655222.0 49983229863.0 11689638665.0 18714763856.0 533000000.0 11831963111.0 3.39 45930918650.0 17358929862.0 716043512.0 3462729405.0 9.94 可疑
96571438401.0 16320621052.0 10.8551035 155355400938.0 46545666865.0 592387140.0 14464314873.0 148645750.0 65483149897.0 46545666865.0 2517292817.0 346272.94 1622135317.0 262680301.0 2376591332.0 96571438401.0 50025771536.0 11685894665.0 17174971968.0 432000000.0 13856118359.0 3.35 44880498938.0 17589659128.0 845961518.0 3462729405.0 9.49 可疑
94193780728.0 16566285935.0 10.8551035 98285807570.0 44999169738.0 526257843.0 14464314873.0 107731295.0 63263498149.0 44999169738.0 1517109110.0 346272.94 818548356.0 153305447.0 2398935140.0 94193780728.0 49194610990.0 11685894665.0 17461159885.0 298000000.0 11973717925.0 1.77 44040196844.0 16839208984.0 818555661.0 3462729405.0 6.72 可疑
89740106693.0 16235127361.0 10.8551035 44684133049.0 40308288732.0 173685055.0 14464314873.0 124800692.0 56215073272.0 40308288732.0 860120769.0 346272.94 543058967.0 -24923881.0 2419004071.0 89740106693.0 49431817961.0 11685894665.0 17867707888.0 155000000.0 12553213036.0 1.11 39147405094.0 17069656518.0 1073795930.0 3462729405.0 5.45 可疑
17218544589.61 1865481002.73 4.03 1910520659.32 9815655816.7 13791485.12 483489934.77 24201854.0 4702693418.05 9815655816.7 -76614.56 391982.64 -21949094.96 144354843.0 163315605.63 17218544589.61 7402888772.91 1031474535.04 396184912.65 132000000.0 985446894.13 -0.01 6604463274.59 1336107597.69 49700045.12 3919826352.0 1.63 危险
